Type,Force,Category,Price per item (GBP),Number of items,Purchase date,Additional information
Equipment,hertfordshire,Shirt,4.25,2300,23/07/15,"Male shirts, female shirts å£3.95. Joint purchase with Bedfordshire and Hertfordshire. All uniform purchases are made by the central stores located at and operated by Cambridgeshire Police."
Equipment,hertfordshire,Epaulettes,5,1,24/07/15,All uniform purchases are made by the central stores located at and operated by Cambridgeshire Police.
Equipment,hertfordshire,Belt,3.27,410,22/07/15,Joint purchase with Bedfordshire and Cambridgeshire. All uniform purchases are made by the central stores located at and operated by Cambridgeshire Police.
Equipment,hertfordshire,Anorak/ waterproof jacket,79.95,5,22/07/15,Joint purchase with Bedfordshire and Cambridgeshire. All uniform purchases are made by the central stores located at and operated by Cambridgeshire Police.
Equipment,hertfordshire,Hi Visibility jacket,53.9,125,03/07/15,Joint purchase with Bedfordshire and Cambridgeshire. All uniform purchases are made by the central stores located at and operated by Cambridgeshire Police.
Equipment,hertfordshire,Cut resistant gloves,9.7,650,22/04/15,"Male gloves, female gloves å£9.40. Joint purchase with Bedfordshire and Cambridgeshire. The force no longer issues officers with the gloves. All uniform purchases are made by the central stores located at and operated by Cambridgeshire Police."
Equipment,hertfordshire,Boots,30.3,100,22/07/15,Order date for non-protective boots from North Wales framework - joint purchase with Bedfordshire and Cambridgeshire. Most recent purchase price for a pair of protective boots for patrol (public order) is å£72.60. All uniform purchases are made by the central stores located at and operated by Cambridgeshire Police.
Equipment,hertfordshire,Utility belt,10.25,100,28/07/15,Joint purchase with Bedfordshire and Cambridgeshire. All uniform purchases are made by the central stores located at and operated by Cambridgeshire Police.
Equipment,hertfordshire,General Patrol full body armour,261.27,10,24/04/15,"Male armours, female armours å£218.24. Joint purchase with Bedfordshire and Hertfordshire. All uniform purchases are made by the central stores located at and operated by Cambridgeshire Police."
Equipment,hertfordshire,General Patrol body armour vest,84.93,60,15/07/15,Joint purchase with Bedfordshire and Cambridgeshire. All uniform purchases are made by the central stores located at and operated by Cambridgeshire Police.
Equipment,hertfordshire,Standard Issue Handcuffs,16.95,200,19/01/15,Joint purchase with Bedfordshire and Cambridgeshire. All uniform purchases are made by the central stores located at and operated by Cambridgeshire Police.
Equipment,hertfordshire,Baton,54.45,200,16/06/15,22'' batons. Joint purchase with Bedfordshire and Cambridgeshire. All uniform purchases are made by the central stores located at and operated by Cambridgeshire Police.
Equipment,hertfordshire,Airwave radio (hand held),350,300,04/03/15,Inc. extended warranty. Purchased via national airwave radio procurement framework contract.
Equipment,hertfordshire,Airwave radio (vehicle),850,2,26/05/15,"Motorcycle radios inc. GPS, extended warranty and weather-proof console purchased via the national airwave radio procurement framework contract. Prices have reduced significantly over the years. The force previously purchased 476 airwave radio for vehicles (cars) through a consortium framework with Cambridgeshire, Hertfordshire and Thames Valley Police, at å£1,200 exc. installation, in 2003."
Equipment,hertfordshire,Fully kitted general purpose patrol vehicle - standard 5-door hatchback low performance car.,13473,10,13/03/15,"Inc warning lights, livery, siren, delivery etc."
Equipment,hertfordshire,Compact High performance estate vehicle - fully converted,,,,"Not bought. Compact high performance estate not used for roads policing. Standard large high performance estate vehicle å£26,540.00 in February 2015. Inc warning lights, livery, siren, delivery etc."
Equipment,hertfordshire,Fully kitted cell van,20805,6,25/03/15,"Inc warning lights, livery, siren, delivery etc."
Equipment,bedfordshire,Custodian style Police Helmet,28.9,30,14/05/13,Joint purchase with Cambridgeshire and Hertfordshire. All uniform purchases are made by the central stores located at and operated by Cambridgeshire Police. Exc. å£6.50 helmet plate.
Equipment,bedfordshire,Fleece,32.95,38,22/07/15,Joint purchase with Cambridgeshire and Hertfordshire. All uniform purchases are made by the central stores located at and operated by Cambridgeshire Police.
Equipment,bedfordshire,Trousers,9.67,270,28/07/15,Joint purchase with Cambridgeshire and Hertfordshire. All uniform purchases are made by the central stores located at and operated by Cambridgeshire Police.
Equipment,bedfordshire,Shirt,4.25,2300,23/07/15,"Male shirts, female shirts å£3.95. Joint purchase with Cambridgeshire and Hertfordshire. All uniform purchases are made by the central stores located at and operated by Cambridgeshire Police."
Equipment,bedfordshire,Epaulettes,3.85,1,24/07/15,All uniform purchases are made by the central stores located at and operated by Cambridgeshire Police.
Equipment,bedfordshire,Belt,3.27,410,22/07/15,Joint purchase with Cambridgeshire and Hertfordshire. All uniform purchases are made by the central stores located at and operated by Cambridgeshire Police.
Equipment,bedfordshire,Anorak/ waterproof jacket,79.95,5,22/07/15,Joint purchase with Cambridgeshire and Hertfordshire. All uniform purchases are made by the central stores located at and operated by Cambridgeshire Police.
Equipment,bedfordshire,Hi Visibility jacket,53.9,125,03/07/15,Joint purchase with Cambridgeshire and Hertfordshire. All uniform purchases are made by the central stores located at and operated by Cambridgeshire Police.
Equipment,bedfordshire,Cut resistant gloves,9.7,650,22/04/15,"Male gloves, female gloves å£9.40. Joint purchase with Cambridgeshire and Hertfordshire. The force no longer issues officers with the gloves. All uniform purchases are made by the central stores located at and operated by Cambridgeshire Police. "
Equipment,bedfordshire,Boots,30.3,100,22/07/15,Order date for non-protective boots from North Wales framework - joint purchase with Cambridgeshire and Hertfordshire. Most recent purchase price for a pair of protective boots for patrol (public order) is å£72.60. All uniform purchases are made by the central stores located at and operated by Cambridgeshire Police.
Equipment,bedfordshire,Utility belt,10.25,100,28/07/15,Joint purchase with Cambridgeshire and Hertfordshire. All uniform purchases are made by the central stores located at and operated by Cambridgeshire Police.
Equipment,bedfordshire,General Patrol full body armour,261.27,10,24/04/15,"Male armours, female armours å£218.24. Joint purchase with Cambridgeshire and Hertfordshire. All uniform purchases are made by the central stores located at and operated by Cambridgeshire Police."
Equipment,bedfordshire,General Patrol body armour vest,84.93,60,15/07/15,Joint purchase with Cambridgeshire and Hertfordshire. All uniform purchases are made by the central stores located at and operated by Cambridgeshire Police.
Equipment,bedfordshire,Standard Issue Handcuffs,16.95,200,19/01/15,Joint purchase with Cambridgeshire and Hertfordshire. All uniform purchases are made by the central stores located at and operated by Cambridgeshire Police.
Equipment,bedfordshire,Baton,54.45,200,16/06/15,22'' batons. Joint purchase with Cambridgeshire and Hertfordshire. All uniform purchases are made by the central stores located at and operated by Cambridgeshire Police.
Equipment,bedfordshire,Airwave radio (hand held),350,250,04/03/15,Inc. extended warranty. Purchased via national airwave radio procurement framework contract.
Equipment,bedfordshire,Airwave radio (vehicle),1200,283,,"Price subject to specifications. Exc. installation. Force purchase through a consortium framework with Cambridgeshire, Hertfordshire and Thames Valley Police in 2003. Prices have reduced significantly over the years. "
Equipment,bedfordshire,Fully kitted general purpose patrol vehicle - standard 5-door hatchback low performance car.,13473,4,11/03/15,"Inc. warning lights, livery, siren, delivery etc."
Equipment,bedfordshire,Compact High performance estate vehicle - fully converted,,,,"Not bought. Standard large high performance estate å£26,540 on 15/01/14. Inc. warning lights, livery, siren, delivery etc."
Equipment,bedfordshire,Fully kitted cell van,20805,6,06/11/14,"Inc. warning lights, livery, siren, delivery etc."
Equipment,cleveland,Custodian style Police Helmet,28.9,30,02/07/15,Purchased via West Midlands framework.
Equipment,cleveland,Fleece,20.39,20,15/05/15,Purchased via West Yorkshire framework.
Equipment,cleveland,Trousers,13.55,300,11/06/15,Purchased via Devon & Cornwall framework.
Equipment,cleveland,Shirt,4.5,24,02/07/15,"Short-sleeved male shirt, long-sleeved male shirt å£5.25, female short-sleeved shirt å£5.25 and female long-sleeved shirt å£5.85 purchased via West Yorkshire framework."
Equipment,cleveland,Epaulettes,,,,"Not bought, but made in-house."
Equipment,cleveland,Belt,3.27,95,19/02/15,Leather belt purchased via North Wales framework.
Equipment,cleveland,Anorak/ waterproof jacket,,,,"Not bought as standard, but issued to road policing unit officers only. 1 purchased via West Yorkshire framework at å£85.75 on 06/11/14."
Equipment,cleveland,Hi Visibility jacket,62.75,20,15/05/15,Purchased via West Yorkshire framework.
Equipment,cleveland,Cut resistant gloves,15.45,27,08/05/15,Purchased via Cheshire framework.
Equipment,cleveland,Boots,,,,Not bought. The force does not issue officers with general duty boots.
Equipment,cleveland,Utility belt,8.36,30,13/03/15,Purchased via North Wales framework.
Equipment,cleveland,General Patrol full body armour,382.9,1,08/06/15,This includes armour panels plus 2 high visibility covers. Purchased via MPS framework.
Equipment,cleveland,General Patrol body armour vest,78.68,1,27/07/15,High visibility cover purchased for existing body armour.
Equipment,cleveland,Standard Issue Handcuffs,19.25,40,15/05/15,Purchased via Northumbria framework.
Equipment,cleveland,Baton,60.5,20,29/06/15,26'' batons.
Equipment,cleveland,Airwave radio (hand held),400,500,,Mixture of hand-held and vehicle units ordered in 2009 for delivery over three years.
Equipment,cleveland,Airwave radio (vehicle),500,500,,Mixture of vehicle and hand-held units ordered in 2009 for delivery over three years.
Equipment,cleveland,Fully kitted general purpose patrol vehicle - standard 5-door hatchback low performance car.,13854,1,,Vauxhall Astra. Last ordered in late March 2015. The force is moving to the new national vehicle purchase framework.
Equipment,cleveland,Compact High performance estate vehicle - fully converted,33920.61,3,01/10/14,"BMW inc. partial conversion costs for livery, matrix board and data recorder."
Equipment,cleveland,Fully kitted cell van,21324.18,10,01/08/14,Vauxhall Vivaro.
Equipment,merseyside,Custodian style Police Helmet,28.9,40,04/06/15,Purchased via West Midlands Police national contract.
Equipment,merseyside,Fleece,,,,Not bought. The force does not issue officers with a fleece.
Equipment,merseyside,Trousers,8.95,720,26/05/15,Purchased via Greater Manchester Police national contract.
Equipment,merseyside,Shirt,4.75,700,22/01/15,Male short-sleeved white shirts purchased via the West Yorkshire Police national framework agreement. The force does not issue black climate control tops.
Equipment,merseyside,Epaulettes,1.85,500,22/05/15,Price per pair. Epaulettes are purchased locally.
Equipment,merseyside,Belt,3.27,180,11/02/15,Purchased via North Wales Police national framework.
Equipment,merseyside,Anorak/ waterproof jacket,,,,Not bought. The force does not issue this garment to officers.
Equipment,merseyside,Hi Visibility jacket,65.78,140,14/05/15,Last order via the North West Region contract.
